base_revision,id,product_id,sku,finish,width_mm,height_mm,thickness_mm,lifecycle,availability
1,OPTION-610f62059d1668,bianco-stratura,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-60b391d2c25f0f,bianco-stratura,,Polished,898,1798,,unconfirmed,unknown
1,OPTION-c3c0a9bbad6486,bianco-stratura,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-e98164593fb4a9,bianco-stratura,,Honed,298,598,,unconfirmed,unknown
1,OPTION-e9f0ba0d8bee6f,bianco-stratura,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-7483cafbb100ec,bianco-stratura,,Honed,898,1798,,unconfirmed,unknown
1,OPTION-35a83c7dcb112c,bianco-stratura,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-402c3bb7366505,gemma-bronze,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-0353eaf01bfc7e,gemma-bronze,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-403a4f14965bc1,calacatta-borghini,,Polished,298,598,,unconfirmed,unknown
1,OPTION-20b46eb16b5085,calacatta-borghini,,Polished,598,598,,unconfirmed,unknown
1,OPTION-6c7e7962ffdfa4,calacatta-borghini,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-0eb06b4f037d16,calacatta-borghini,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-448862a2e86d4b,calacatta-borghini,,Polished,898,898,,unconfirmed,unknown
1,OPTION-10514d5d8d04ef,calacatta-borghini,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-ca39fe9a9283ed,calacatta-borghini,,Honed,298,598,,unconfirmed,unknown
1,OPTION-904cbf32b3134d,calacatta-borghini,,Honed,598,598,,unconfirmed,unknown
1,OPTION-683652bfb61909,calacatta-borghini,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-5c6cae9ecd8a26,calacatta-borghini,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-4d11776d090db1,calacatta-borghini,,Honed,898,898,,unconfirmed,unknown
1,OPTION-cae649362a5dc7,calacatta-borghini,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-36cba4d8c69b5e,calacatta-borghini,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-a15319eec56d3e,calacatta-borghini,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-ef10db134948cd,calacatta-borghini,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-c15ca7a5942853,taj-mahal,,Polished,298,598,,unconfirmed,unknown
1,OPTION-bc9d23fd07a6df,taj-mahal,,Polished,598,598,,unconfirmed,unknown
1,OPTION-6029179aae5ddd,taj-mahal,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-17e2ba69d6b777,taj-mahal,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-db463f71508904,taj-mahal,,Polished,898,898,,unconfirmed,unknown
1,OPTION-ccf2986cb907c0,taj-mahal,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-98976889b759d2,taj-mahal,,Honed,298,598,,unconfirmed,unknown
1,OPTION-1503b39e36152a,taj-mahal,,Honed,598,598,,unconfirmed,unknown
1,OPTION-e0628388590a37,taj-mahal,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-bdb9405a11f40d,taj-mahal,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-0592c4379d9b9b,taj-mahal,,Honed,898,898,,unconfirmed,unknown
1,OPTION-b3fdb0c8bbc619,taj-mahal,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-38904b320881d2,french-vanilla,,Polished,298,598,,unconfirmed,unknown
1,OPTION-3094ab0cd32708,french-vanilla,,Polished,598,598,,unconfirmed,unknown
1,OPTION-f0d2234f22e4ea,french-vanilla,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-bb7a9ea5b0dba0,french-vanilla,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-f43d6bd3e5eb67,french-vanilla,,Polished,898,898,,unconfirmed,unknown
1,OPTION-d679272245f779,french-vanilla,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-d9be46db261477,french-vanilla,,Honed,298,598,,unconfirmed,unknown
1,OPTION-bb8fd028e97b22,french-vanilla,,Honed,598,598,,unconfirmed,unknown
1,OPTION-b509f8c5de947c,french-vanilla,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-4648360e03beb0,french-vanilla,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-57cd5e9ad8f996,french-vanilla,,Honed,898,898,,unconfirmed,unknown
1,OPTION-0c008a85ac90ee,french-vanilla,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-100e099c5c6554,french-vanilla,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-aa7ffd45121384,french-vanilla,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-08b740163d4a3b,french-vanilla,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-20b75b0faacf2b,french-vanilla,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-bcac539361b7bd,french-vanilla,,20mm,900,900,,unconfirmed,unknown
1,OPTION-f4cc27db18d06c,forge-eleganza,,Polished,298,598,,unconfirmed,unknown
1,OPTION-af589bfedf7d9f,forge-eleganza,,Polished,598,598,,unconfirmed,unknown
1,OPTION-92a3d841603e71,forge-eleganza,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-90323508a35efa,forge-eleganza,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-6afa50ac7bb733,forge-eleganza,,Polished,898,898,,unconfirmed,unknown
1,OPTION-b7a7d6cd18487b,forge-eleganza,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-5e2de6c5945866,forge-eleganza,,Honed,298,598,,unconfirmed,unknown
1,OPTION-3fdd639dd64674,forge-eleganza,,Honed,598,598,,unconfirmed,unknown
1,OPTION-81dd35367c489d,forge-eleganza,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-ac48d702e5a95a,forge-eleganza,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-393bfe0d3dea12,forge-eleganza,,Honed,898,898,,unconfirmed,unknown
1,OPTION-80224722c4399a,forge-eleganza,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-6102f4de34f1fd,forge-eleganza,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-19f459f7f54188,forge-eleganza,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-4b9fdd9351d949,forge-eleganza,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-ebac9cca9dec37,forge-eleganza,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-705e8ff323fe9a,forge-eleganza,,20mm,900,900,,unconfirmed,unknown
1,OPTION-55aed8b278d45f,atlantic-ocean,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-c38ba42ee824e7,atlantic-ocean,,Polished,898,898,,unconfirmed,unknown
1,OPTION-ac817985a15128,atlantic-ocean,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-6bf76679deb362,atlantic-ocean,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-1a900dc13e9952,atlantic-ocean,,Honed,898,898,,unconfirmed,unknown
1,OPTION-86ba470f96d1ad,atlantic-ocean,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-9c65c1ed0e4891,verdi-alpi,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-432ecd2c5fe1a8,verdi-alpi,,Polished,898,898,,unconfirmed,unknown
1,OPTION-bdeb7c7d7b7c51,verdi-alpi,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-283ca50211493b,verdi-alpi,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-022bb7b185cb9f,verdi-alpi,,Honed,898,898,,unconfirmed,unknown
1,OPTION-cb20d1c19ea5d5,verdi-alpi,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-a5ad2bb8a767bd,foresta,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-1e0508b2248220,foresta,,Polished,898,898,,unconfirmed,unknown
1,OPTION-c0a3ef0e4d62ed,foresta,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-c6d99fdc644c21,foresta,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-5482e70ab4d4e1,foresta,,Honed,898,898,,unconfirmed,unknown
1,OPTION-4afe9bfc5c50d0,foresta,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-2a5f84083bc0e2,pietra-imperiale,,Polished,298,598,,unconfirmed,unknown
1,OPTION-809c099909999d,pietra-imperiale,,Polished,598,598,,unconfirmed,unknown
1,OPTION-b8dfe61f08ccdb,pietra-imperiale,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-df7d4ccc1246e1,pietra-imperiale,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-7235c6da80b864,pietra-imperiale,,Polished,898,898,,unconfirmed,unknown
1,OPTION-8aeab74cc86cba,pietra-imperiale,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-5a25e69fb25a2b,pietra-imperiale,,Honed,298,598,,unconfirmed,unknown
1,OPTION-d35dc15804f4fb,pietra-imperiale,,Honed,598,598,,unconfirmed,unknown
1,OPTION-251c33a86aed48,pietra-imperiale,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-f6af73e98347f6,pietra-imperiale,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-982a2179e3da9b,pietra-imperiale,,Honed,898,898,,unconfirmed,unknown
1,OPTION-0b9df1034a0485,pietra-imperiale,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-661118ab403977,pietra-imperiale,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-629af2203f5a34,pietra-imperiale,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-ed766ed3645dcc,pietra-imperiale,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-682c68565a407c,pietra-imperiale,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-9e3a0b3236fc61,pietra-imperiale,,20mm,900,900,,unconfirmed,unknown
1,OPTION-8b79047f7f658f,macchia-vecchia,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-d6df9b7f860abc,macchia-vecchia,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-46051aaf7b11f3,tuscano-burgundy,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-bf235d350b07a5,oro-noir,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-f8be0c87725d71,oro-noir,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-f997f703f2be4e,bianco-dior,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-82d4bcbd12e464,bianco-dior,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-045fba0e2ddaa0,sahara-noir,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-fa37249da25050,sahara-noir,,Polished,898,898,,unconfirmed,unknown
1,OPTION-f5e68091a8261e,sahara-noir,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-7d423f2859a636,sahara-noir,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-d2bf8243d9dbb3,sahara-noir,,Honed,898,898,,unconfirmed,unknown
1,OPTION-00e15c822cc50e,sahara-noir,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-c709f6224bd27f,calacatta-noir,,Polished,298,598,,unconfirmed,unknown
1,OPTION-2f38875c93b0bf,calacatta-noir,,Polished,598,598,,unconfirmed,unknown
1,OPTION-a411d3e7597a65,calacatta-noir,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-ef1e2e1bbe44ca,calacatta-noir,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-169f73d1ee7356,calacatta-noir,,Polished,898,898,,unconfirmed,unknown
1,OPTION-3777c8f6434307,calacatta-noir,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-89692d8b0bca75,calacatta-noir,,Honed,298,598,,unconfirmed,unknown
1,OPTION-4736dd5bbf5166,calacatta-noir,,Honed,598,598,,unconfirmed,unknown
1,OPTION-eca5ca2ab1bcdc,calacatta-noir,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-8b5c3e9defa2f5,calacatta-noir,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-c00201daf89a06,calacatta-noir,,Honed,898,898,,unconfirmed,unknown
1,OPTION-b03d5056c6c14e,calacatta-noir,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-643bbb07877696,calacatta-noir,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-6d967a9a606ae8,calacatta-noir,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-a5469edf7ce8a3,calacatta-noir,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-9660089a15e34c,calacatta-noir,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-953773383c8298,calacatta-noir,,20mm,900,900,,unconfirmed,unknown
1,OPTION-755f018fafab47,travertino-classico,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-84fabf02d43e5c,travertino-classico,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-c1547c65dfa073,travertino-classico,,Structured Honed,898,1798,,unconfirmed,unknown
1,OPTION-070809875d9d9c,travertino-classico,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-52580748d5c0a0,travertino-classico,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-f66e3dee77aa41,travertino-classico,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-36948cd630ad95,travertino-classico,,Structured matt,898,1798,,unconfirmed,unknown
1,OPTION-b5950caf60b7f5,travertino-classico,,Grained,298,598,,unconfirmed,unknown
1,OPTION-db681c5d6a303d,travertino-classico,,Grained,598,1198,,unconfirmed,unknown
1,OPTION-b7b6c6d116840d,travertino-classico,,Grained,898,1798,,unconfirmed,unknown
1,OPTION-8cc047f3d1af22,travertino-classico,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-a4cc7438b8482c,travertino-titanium,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-3232019d4c1688,travertino-titanium,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-a88cfca11bb428,travertino-titanium,,Structured Honed,898,1798,,unconfirmed,unknown
1,OPTION-7ff8c6d092c274,travertino-titanium,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-962be44ab4acff,travertino-titanium,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-63c9800ee08a45,travertino-titanium,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-d1731666b9e34b,travertino-titanium,,Structured matt,898,1798,,unconfirmed,unknown
1,OPTION-4a553557c340cf,travertino-titanium,,Grained,298,598,,unconfirmed,unknown
1,OPTION-1a1308b7c3af7d,travertino-titanium,,Grained,598,1198,,unconfirmed,unknown
1,OPTION-05fa9bde57b4aa,travertino-titanium,,Grained,898,1798,,unconfirmed,unknown
1,OPTION-24240256454666,travertino-titanium,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-f240aa2895b81d,crystal-bianco,,Polished,298,598,,unconfirmed,unknown
1,OPTION-643c32cececfd4,crystal-bianco,,Polished,598,598,,unconfirmed,unknown
1,OPTION-a35a3143ba7725,crystal-bianco,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-cc252145d3cc16,crystal-bianco,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-86a0a167b9690d,crystal-bianco,,Polished,898,898,,unconfirmed,unknown
1,OPTION-c7dde94a4dbe07,crystal-bianco,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-5fc1088b970f4c,crystal-bianco,,Honed,298,598,,unconfirmed,unknown
1,OPTION-5c01509df3c86a,crystal-bianco,,Honed,598,598,,unconfirmed,unknown
1,OPTION-28cd1dbf98e8bf,crystal-bianco,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-777da38b2c15e0,crystal-bianco,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-b721bf77823f10,crystal-bianco,,Honed,898,898,,unconfirmed,unknown
1,OPTION-d9ef7494dddfa1,crystal-bianco,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-048dd202fd4ce5,ceppo-di-gre,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-73a3c3b4c2be91,ceppo-di-gre,,Structured Honed,598,598,,unconfirmed,unknown
1,OPTION-4c7688478749c1,ceppo-di-gre,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-52225aa6e1793b,ceppo-di-gre,,Structured Honed,1198,1198,,unconfirmed,unknown
1,OPTION-315682bdf0cba1,ceppo-di-gre,,Structured Honed,898,898,,unconfirmed,unknown
1,OPTION-2b22dcc27f833c,ceppo-di-gre,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-d122da6a151b95,ceppo-di-gre,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-194d261af0e676,ceppo-di-gre,,Structured matt,598,598,,unconfirmed,unknown
1,OPTION-10ea2a2d9a8c54,ceppo-di-gre,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-83cf63ce7648be,ceppo-di-gre,,Grained,298,598,,unconfirmed,unknown
1,OPTION-cd769421900257,ceppo-di-gre,,Grained,598,598,,unconfirmed,unknown
1,OPTION-3143b37ddc8948,ceppo-di-gre,,Grained,598,1198,,unconfirmed,unknown
1,OPTION-091d6a7094dee7,ceppo-di-gre,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-e0067429c6bb95,ceppo-di-gre,,20mm,900,900,,unconfirmed,unknown
1,OPTION-15b503788e76d6,onyx-new-color-name-pending,,Polished,298,598,,unconfirmed,unknown
1,OPTION-f3ed378b09ddc4,onyx-new-color-name-pending,,Polished,598,598,,unconfirmed,unknown
1,OPTION-84d7c348361fa7,onyx-new-color-name-pending,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-9042538082a073,onyx-new-color-name-pending,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-6fddee5b9808f6,onyx-new-color-name-pending,,Polished,898,898,,unconfirmed,unknown
1,OPTION-8fd4e9009a7a0a,onyx-new-color-name-pending,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-d598f53870cc94,onyx-new-color-name-pending,,Honed,298,598,,unconfirmed,unknown
1,OPTION-3f2f14378d3a34,onyx-new-color-name-pending,,Honed,598,598,,unconfirmed,unknown
1,OPTION-cf673d02ebdfcf,onyx-new-color-name-pending,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-1e4c8dbe47614d,onyx-new-color-name-pending,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-e00305f8a16534,onyx-new-color-name-pending,,Honed,898,898,,unconfirmed,unknown
1,OPTION-ff68dafce2bd38,onyx-new-color-name-pending,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-3957a19223b748,onyx-crema,,Polished,298,598,,unconfirmed,unknown
1,OPTION-0cb115f7653303,onyx-crema,,Polished,598,598,,unconfirmed,unknown
1,OPTION-4b56fc09b8a71e,onyx-crema,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-569a5a49bc5e39,onyx-crema,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-4b98f8757e196f,onyx-crema,,Polished,898,898,,unconfirmed,unknown
1,OPTION-10f23c373cf41a,onyx-crema,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-97f6d7ac3968fd,onyx-crema,,Honed,298,598,,unconfirmed,unknown
1,OPTION-5dc4f17fa17317,onyx-crema,,Honed,598,598,,unconfirmed,unknown
1,OPTION-3d441a09b9b086,onyx-crema,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-f050188b50f581,onyx-crema,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-900897c358bfe5,onyx-crema,,Honed,898,898,,unconfirmed,unknown
1,OPTION-bf8139f187fa43,onyx-crema,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-433f18fc2067e7,onyx-hazel,,Polished,298,598,,unconfirmed,unknown
1,OPTION-48f42b010e0840,onyx-hazel,,Polished,598,598,,unconfirmed,unknown
1,OPTION-c7585a769bff56,onyx-hazel,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-bc9279ea6dcf96,onyx-hazel,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-eb312fbca77198,onyx-hazel,,Polished,898,898,,unconfirmed,unknown
1,OPTION-6d1200d4b1dd78,onyx-hazel,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-a98467f0d898c6,onyx-hazel,,Honed,298,598,,unconfirmed,unknown
1,OPTION-b74cfb8c38d8e0,onyx-hazel,,Honed,598,598,,unconfirmed,unknown
1,OPTION-090ec51ee269eb,onyx-hazel,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-2e57238ae2e698,onyx-hazel,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-d2874d1c617fe2,onyx-hazel,,Honed,898,898,,unconfirmed,unknown
1,OPTION-5a69f0b184919d,onyx-hazel,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-5294b8699a2107,onyx-sage,,Polished,298,598,,unconfirmed,unknown
1,OPTION-b62d467e422a5e,onyx-sage,,Polished,598,598,,unconfirmed,unknown
1,OPTION-dfa53dedcf767d,onyx-sage,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-a761e4240666b0,onyx-sage,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-6488743791ee91,onyx-sage,,Polished,898,898,,unconfirmed,unknown
1,OPTION-57a0ed7553965e,onyx-sage,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-8f4bb012600edd,onyx-sage,,Honed,298,598,,unconfirmed,unknown
1,OPTION-39b854d66fb234,onyx-sage,,Honed,598,598,,unconfirmed,unknown
1,OPTION-e2bd32611b348d,onyx-sage,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-77158fdff272f6,onyx-sage,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-63d98357f55ac1,onyx-sage,,Honed,898,898,,unconfirmed,unknown
1,OPTION-282b6bd22fc933,onyx-sage,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-e793c26367fbe8,serena-flint,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-82ae50655f07d5,serena-flint,,Structured Honed,598,598,,unconfirmed,unknown
1,OPTION-c5ad5de8d2ea75,serena-flint,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-2e8615f3a7bf45,serena-flint,,Structured Honed,1198,1198,,unconfirmed,unknown
1,OPTION-9786c6c7288fe6,serena-flint,,Structured Honed,898,898,,unconfirmed,unknown
1,OPTION-740b4e130a8b07,serena-flint,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-2acd77a0c0a262,serena-flint,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-4ca2e87797e167,serena-flint,,Structured matt,598,598,,unconfirmed,unknown
1,OPTION-163648c42be892,serena-flint,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-8379bbaff36d84,serena-flint,,Structured matt,1198,1198,,unconfirmed,unknown
1,OPTION-b710ffe2591b7b,serena-flint,,Structured matt,898,898,,unconfirmed,unknown
1,OPTION-eee26635e2554c,serena-flint,,Structured matt,1198,2798,,unconfirmed,unknown
1,OPTION-29e27681763120,serena-flint,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-c605e930b0881f,serena-flint,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-a5057aaf29d784,serena-flint,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-d3d9a8c9ee8a21,serena-flint,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-3855004f4e3351,serena-flint,,20mm,900,900,,unconfirmed,unknown
1,OPTION-7ffcfc00d1b165,serena-crater,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-c14a7b99a8d44d,serena-crater,,Structured Honed,598,598,,unconfirmed,unknown
1,OPTION-2bdcef71d7bd2a,serena-crater,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-2fd044024b55af,serena-crater,,Structured Honed,1198,1198,,unconfirmed,unknown
1,OPTION-10fc149509cda3,serena-crater,,Structured Honed,898,898,,unconfirmed,unknown
1,OPTION-09a5b31e4a26bf,serena-crater,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-6778773457a51b,serena-crater,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-2f4dd0c90af366,serena-crater,,Structured matt,598,598,,unconfirmed,unknown
1,OPTION-671bcf1bd9813f,serena-crater,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-b4807a6c6ab86a,serena-crater,,Structured matt,1198,1198,,unconfirmed,unknown
1,OPTION-561515c9662159,serena-crater,,Structured matt,898,898,,unconfirmed,unknown
1,OPTION-38f717385ff29c,serena-crater,,Structured matt,1198,2798,,unconfirmed,unknown
1,OPTION-538a00e07fc3bb,serena-crater,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-c2e535c5ea1c00,serena-crater,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-be6aa66c9a6aec,serena-crater,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-97398552501d30,serena-crater,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-9828e242b5a873,serena-crater,,20mm,900,900,,unconfirmed,unknown
1,OPTION-f41f6fa5f2c94a,serena-shale,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-6a60891a7afe5c,serena-shale,,Structured Honed,598,598,,unconfirmed,unknown
1,OPTION-9b22d84a37c60f,serena-shale,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-b8bf9f93bee858,serena-shale,,Structured Honed,1198,1198,,unconfirmed,unknown
1,OPTION-4d478325d1ea96,serena-shale,,Structured Honed,898,898,,unconfirmed,unknown
1,OPTION-8875b9ae6bbcf9,serena-shale,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-e24315d97ae177,serena-shale,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-0d926f65ef8949,serena-shale,,Structured matt,598,598,,unconfirmed,unknown
1,OPTION-6cfd9af0c95f5e,serena-shale,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-072ed1e660c882,serena-shale,,Structured matt,1198,1198,,unconfirmed,unknown
1,OPTION-997b395cf0f850,serena-shale,,Structured matt,898,898,,unconfirmed,unknown
1,OPTION-359cee2c5b6fba,serena-shale,,Structured matt,1198,2798,,unconfirmed,unknown
1,OPTION-37ef5ec1ffaf66,serena-shale,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-5995c4ecf46442,serena-shale,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-f2d75548db49c3,serena-shale,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-1037f122e85daa,serena-shale,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-86c397a76f7555,serena-shale,,20mm,900,900,,unconfirmed,unknown
1,OPTION-ea7e23f5afb85a,serena-pewter,,Structured Honed,298,598,,unconfirmed,unknown
1,OPTION-ae025ac616ff39,serena-pewter,,Structured Honed,598,598,,unconfirmed,unknown
1,OPTION-4055b5cb3220a6,serena-pewter,,Structured Honed,598,1198,,unconfirmed,unknown
1,OPTION-ee8900976ebc77,serena-pewter,,Structured Honed,1198,1198,,unconfirmed,unknown
1,OPTION-031fe4e841a45d,serena-pewter,,Structured Honed,898,898,,unconfirmed,unknown
1,OPTION-0fc590e250d1b6,serena-pewter,,Structured Honed,1198,2798,,unconfirmed,unknown
1,OPTION-1a6e9ae4dc8205,serena-pewter,,Structured matt,298,598,,unconfirmed,unknown
1,OPTION-1cf1000ce6f271,serena-pewter,,Structured matt,598,598,,unconfirmed,unknown
1,OPTION-2378699318a96d,serena-pewter,,Structured matt,598,1198,,unconfirmed,unknown
1,OPTION-036afd7085e323,serena-pewter,,Structured matt,1198,1198,,unconfirmed,unknown
1,OPTION-ddf9e2b5e1277e,serena-pewter,,Structured matt,898,898,,unconfirmed,unknown
