source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,F25,Calacatta Noir,Calacatta Noir Block 34,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,F25,Calacatta Noir,Calacatta Noir Block 34,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,F25,Calacatta Noir,Calacatta Noir Block 34,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,F25,Calacatta Noir,Calacatta Noir Block 34,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,F25,Calacatta Noir,Calacatta Noir Block 34,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,H25,Calacatta Noir,Calacatta Noir Block 34,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,O25,Calacatta Noir,Calacatta Noir Block 34,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,O25,Calacatta Noir,Calacatta Noir Block 34,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,O25,Calacatta Noir,Calacatta Noir Block 34,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,O25,Calacatta Noir,Calacatta Noir Block 34,Vintage,Structured matt,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,R25,Calacatta Noir,Calacatta Noir Block 34,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,R25,Calacatta Noir,Calacatta Noir Block 34,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,25,R25,Calacatta Noir,Calacatta Noir Block 34,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,I26,Travertino Classico,Travertino Classico Block 55,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,I26,Travertino Classico,Travertino Classico Block 55,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,I26,Travertino Classico,Travertino Classico Block 55,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,I26,Travertino Classico,Travertino Classico Block 55,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,N26,Travertino Classico,Travertino Classico Block 55,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,N26,Travertino Classico,Travertino Classico Block 55,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,N26,Travertino Classico,Travertino Classico Block 55,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,N26,Travertino Classico,Travertino Classico Block 55,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,P26,Travertino Classico,Travertino Classico Block 55,Grained,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,P26,Travertino Classico,Travertino Classico Block 55,Grained,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,P26,Travertino Classico,Travertino Classico Block 55,Grained,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,R26,Travertino Classico,Travertino Classico Block 55,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,26,R26,Travertino Classico,Travertino Classico Block 55,20mm,Structured matt,,Grained,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,I27,Travertine Titanium,Travertino Titanium Block 39,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,I27,Travertine Titanium,Travertino Titanium Block 39,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,I27,Travertine Titanium,Travertino Titanium Block 39,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,I27,Travertine Titanium,Travertino Titanium Block 39,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,N27,Travertine Titanium,Travertino Titanium Block 39,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,N27,Travertine Titanium,Travertino Titanium Block 39,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,N27,Travertine Titanium,Travertino Titanium Block 39,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,N27,Travertine Titanium,Travertino Titanium Block 39,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,P27,Travertine Titanium,Travertino Titanium Block 39,Grained,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,P27,Travertine Titanium,Travertino Titanium Block 39,Grained,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,P27,Travertine Titanium,Travertino Titanium Block 39,Grained,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,R27,Travertine Titanium,Travertino Titanium Block 39,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,27,R27,Travertine Titanium,Travertino Titanium Block 39,20mm,Structured matt,,Grained,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,F28,Crystal - White Onyx,Crystal Bianco Block 50,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,28,H28,Crystal - White Onyx,Crystal Bianco Block 50,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,I29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,N29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,N29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,N29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,N29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured matt,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,P29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,Grained,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,P29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,Grained,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,P29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,Grained,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,R29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,R29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,29,R29,Ceppo type stone OS-1140,Ceppo di Gre Block 71,20mm,Structured matt,,Grained,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,F31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,31,H31,Crystal - Pure Light Green Onyx,Lustra Onyx new color- name pending,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,F32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,32,H32,Crystal - Pure Light Green Onyx,Lustra Onyx Crema,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,F33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,33,H33,Crystal - Pure Light Green Onyx,Lustra Onyx Hazel,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,F34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,34,H34,Crystal - Pure Light Green Onyx,Lustra Onyx Sage,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
